Sample	Region	Sex	Platform	Population	PC1	PC2	PC3	PC4	PC5	Longitude-E	Latitude-N	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20
user3334	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00616976	-0.0124735	0.00261221	-0.00524736	-0.00138152	0	0	0.00176019	0.00675889	-0.0112144	0.00320048	9.83E-08	4.14E-05	0.000380452	-0.000903379	-0.00230243	0.0002301	-8.58E-05	0.000504456	-0.000155576	-0.000854191	-0.00132538
user3335	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00530124	-0.00270744	0.00185343	-0.0074222	-0.00193147	0	0	0.00172095	0.00887	-0.0111624	0.00241689	-0.000712467	-0.00377628	0.000667292	-0.000322159	-0.00215461	2.98E-05	0.000437773	0.000480431	0.000180696	5.47E-05	0.000241652
user3355	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00674741	-0.0119613	-0.00344972	-0.00921891	-0.000133786	0	0	-0.00140588	-0.006834	0.0110619	-0.00238952	0.000323046	0.00440595	-6.54E-05	-0.000951975	0.00179603	0.000181565	-0.000232722	8.30E-05	0.000290906	0.000113267	-0.000215488
user3373	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00653354	-0.0130572	-0.00265163	-0.0101724	-0.000476336	0	0	-0.00107051	-0.00615834	0.00931051	-0.00187482	-0.000789918	0.00581981	0.000659203	0.00109393	0.00227421	0.000952314	0.000401796	-0.000227918	-6.74E-05	0.000493942	0.000584261
user3375	Unknown	Unknown	OpenSNP/23andme	OPENSNP	0.0236744	-0.00207828	-0.00235197	-0.00321431	0.00390861	0	0	-0.0135146	-0.0143368	0.00881175	-0.00606038	0.00818479	0.00899529	0.00439534	0.00584968	-0.00784038	-0.0853524	0.0424169	0.0504366	-0.0210458	0.0403366	-0.000892734
user3376	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00665443	-0.0129636	-0.00162867	-0.00806647	0.000345768	0	0	-0.000586714	-0.00407632	0.00618533	4.01E-05	-0.000164499	0.00546503	0.0014921	0.00197118	0.000909025	-0.000378727	-0.00088321	0.000776727	0.000518026	0.000688862	0.000411455
user3388	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00667947	-0.0127931	-0.00169105	-0.00776404	7.64E-05	0	0	-0.00116887	-0.00522068	0.00768285	-0.00149722	0.000119248	0.00429527	0.00115938	0.000842226	8.94E-05	0.000402911	0.000602664	-0.00123509	0.000289339	-0.000114339	0.000592948
user3394	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00540319	-0.0117998	0.000399792	-0.00683507	-0.00162886	0	0	0.00231622	0.00671925	-0.0101375	0.00190387	0.000467034	-0.00204858	-0.000937366	-0.000606842	-0.00302345	-0.00171487	-0.00236226	-0.000715903	0.0019868	-0.00185325	0.000489862
user3407	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00581131	-0.00364965	0.0118397	0.0186556	0.00423623	0	0	-0.00133649	-0.00147236	0.0021793	-0.000731872	4.92E-05	-0.00465866	0.00412073	0.00455475	0.00109356	0.000344728	4.78E-05	-0.000715872	-0.000478123	-0.000615652	-0.00128362
user3417	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00680915	-0.0109564	-0.00280878	-0.0080899	0.000706561	0	0	-0.00246325	-0.00895485	0.0156308	-0.00309486	8.37E-05	-0.00197772	-0.000144265	-0.000539088	0.00202933	0.00103332	6.42E-05	-0.000718569	-0.000494968	-0.000720254	0.000577294
user3422	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00679753	-0.0125504	-0.00152064	-0.00759317	3.12E-05	0	0	-0.000917215	-0.00652189	0.00862938	-0.0013495	0.00067137	0.00594524	-0.000487586	-0.00072684	0.00156074	0.000558655	-0.000443728	0.000252458	-0.000614976	-1.27E-05	0.000304149
user3424	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00630932	0.0259657	0.00582837	-0.0147913	-0.00147664	0	0	9.53E-05	0.00083488	-0.00166661	0.00061954	-0.000322477	-0.000758502	0.0014333	0.00180289	0.000247797	-0.000208055	-0.000272091	0.000321952	-6.88E-05	-0.00039735	-0.000278851
user3432	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.0063776	-0.0128289	-0.00246891	-0.00808753	-0.000310686	0	0	-0.00114364	-0.00545064	0.00865427	-0.00130608	-0.000671529	0.00756956	0.00102171	0.00128988	0.00150833	0.000362642	-0.00105053	0.000276537	-0.000919708	-0.00118494	-4.81E-05
user3441	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00675145	-0.0126556	-0.000914355	-0.0069306	-0.000154393	0	0	-0.000632932	-0.00602072	0.00819895	-0.000983891	-0.000505985	0.00501456	-0.00126022	-0.000330365	0.00116366	0.00104136	-8.33E-05	0.000361479	-0.000211248	0.000628489	0.000918167
user3444	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00650796	-0.0127758	-0.00266879	-0.00788125	-0.00025477	0	0	-0.00128251	-0.00552256	0.00947191	-0.000862607	-0.00075455	0.00468286	0.00181938	0.000877871	0.000589152	-0.00120502	0.0010917	-0.00197765	-0.000630716	0.000805831	-0.000110931
user3445	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00589708	-0.0117571	-0.000444737	-0.00630259	-0.000981482	0	0	0.00180573	0.00684547	-0.01148	0.00251747	-0.00028157	-0.000389447	-0.000130282	-0.00226072	-0.00177819	-5.24E-05	0.000269821	9.17E-06	-5.67E-06	-4.19E-05	0.00030977
user3449	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00652144	-0.0110046	-0.00223898	-0.00762721	0.000505545	0	0	-0.0015604	-0.00476924	0.00856069	-0.00210724	0.000330853	0.00619299	-0.00387742	-0.00572471	0.00170212	-8.60E-05	-0.00148183	-0.000909383	0.00106908	-0.0002666	0.000379511
user3454	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00661328	-0.0124007	-0.00226689	-0.00819836	0.00016414	0	0	-0.00119925	-0.00709049	0.0110196	-0.00242177	-0.000383499	0.00106812	0.000363381	0.000545304	0.00227316	0.000213575	0.000986298	0.000624935	0.000109249	0.00109925	-0.000455352
user3455	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00625509	0.0262577	0.00888323	-0.0160073	-0.000666597	0	0	0.000403811	0.00199799	-0.00601975	0.00308523	0.00136316	0.016402	0.0055698	0.00868378	0.001311	2.87E-05	-0.000565416	-9.99E-05	-0.000437393	0.00040597	3.13E-05
user3461	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00650514	0.00793197	0.00133944	-0.0106814	-0.000447775	0	0	-0.000239815	-0.000597619	0.00121791	5.52E-05	2.58E-05	0.00845783	0.00376857	0.00527637	0.00112969	0.000337244	-4.48E-05	-0.000412346	-0.000830393	0.000158823	-9.73E-05
user3467	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00643719	-0.0132265	-0.00166957	-0.00788317	-0.000166551	0	0	-0.000729356	-0.00498863	0.00738573	-0.00144338	-0.000703277	0.00288219	0.00040786	0.00120162	0.000812787	0.000780402	-0.00049439	-0.000389704	1.59E-05	0.000481944	5.75E-05
user3468	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00619192	-0.0101122	0.00401567	0.000757522	0.000193445	0	0	6.29E-07	0.00260794	-0.00534751	0.00111635	-0.000408276	-0.00632885	-0.000182917	-0.000471418	-0.00241675	0.000226306	0.00148031	-0.000173985	-0.00103162	-0.000146497	-0.00113738
user3473	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00685522	-0.0126719	-0.00283776	-0.00840942	-0.000117159	0	0	-0.000341988	-0.00500624	0.00831339	-0.0019495	0.00219509	0.00460578	-0.000908248	-0.000468927	0.00252949	0.000919989	-0.000694017	-0.000810065	-0.000391356	0.00010829	0.000584475
user3475	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00659641	-0.0130242	-0.00177631	-0.00672594	-0.000734918	0	0	-0.000638356	-0.00398323	0.00491617	-0.000327275	-0.000296116	0.00267513	-0.000905753	-0.000908492	5.18E-05	-7.61E-05	-0.00079997	0.000520806	-0.000156716	-0.000748459	0.000621783
user3477	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00670616	-0.0123064	-0.0016857	-0.00669172	0.00073298	0	0	-0.00107699	-0.00509731	0.00802538	-0.00180045	0.000430145	0.00407787	0.00113724	0.000605021	0.00111104	0.000868574	-0.000288039	-0.000221509	-0.000356394	0.000601287	-0.000177099
user3478	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00674684	-0.0127591	-0.0025257	-0.00827835	-0.000313413	0	0	-0.00113744	-0.00732022	0.0113928	-0.00168445	-1.98E-05	0.00508296	0.00123389	0.0009529	0.0023488	0.000969118	-0.000314548	-0.000263285	-0.000461263	0.000249629	0.000590384
user3479	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00638047	-0.00958467	0.00165643	-0.00101955	0.00154104	0	0	-0.000316026	-0.0038175	0.00591552	-0.000214881	-0.00021865	0.00320343	0.00162427	0.0017233	0.000353499	9.32E-06	-0.00150174	0.000752634	0.000244812	0.000419195	-0.000105455
user3482	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.0066105	-0.0132012	-0.00277554	-0.00858616	0.000373526	0	0	0.000145335	-0.00473288	0.00826448	-0.00148952	-5.79E-05	0.00354236	0.00160572	0.00217159	6.16E-06	0.00233492	0.00101624	-0.000987595	-0.00108493	-0.00164413	0.00064963
user3485	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00652529	-0.0131666	-0.00253582	-0.00857637	-9.01E-06	0	0	-0.0019193	-0.006757	0.0111255	-0.00196621	-0.000741589	0.00562497	0.00140104	0.00265623	0.00312204	0.000522227	0.000489608	-0.000777957	0.000672984	0.00138062	0.000419925
user3486	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00658285	-0.011862	-0.00184277	-0.00689564	-0.000184478	0	0	-0.000667414	-0.00274441	0.00451574	-0.0010242	-0.000146168	0.00376294	0.000712179	0.000562293	0.000714567	-0.000459827	2.52E-05	-0.00030702	-3.41E-05	-6.98E-05	0.000558587
user3489	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.0068836	-0.0123202	-0.0033009	-0.00931075	0.000316404	0	0	-0.00146042	-0.00530694	0.00994737	-0.00130767	8.84E-05	0.00723464	0.000870589	0.00222393	0.00181336	-0.000880529	0.00103343	-0.000114506	-0.000101588	0.00128209	0.000909391
user3491	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.0066376	-0.0120269	-0.002082	-0.0078565	-7.66E-05	0	0	-0.000142929	-0.00141758	0.00220267	0.00011809	-2.10E-05	0.00213449	0.000814192	0.00127806	0.000785025	-0.00094704	-0.000833473	0.000318254	0.000523254	-0.000860145	-9.35E-05
user3495	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00662861	-0.0125919	-0.00171614	-0.0069099	-0.000345898	0	0	-0.00123531	-0.00467668	0.00784891	-0.00093822	-0.000807938	0.00540807	0.000549329	0.00174928	0.00122982	-0.000271631	0.00114331	-0.000445465	-0.000113463	0.00121335	0.000703421
user3498	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.0064366	-0.0122661	-0.000716624	-0.00596872	-0.000342236	0	0	-0.000232738	-0.00146645	0.00101975	0.0004728	0.000630969	0.00268808	0.000479928	-1.28E-05	0.000442396	0.000571897	0.000368033	0.000828557	-0.000393481	-0.000209128	-0.000287122
user3499	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00673851	-0.0127799	-0.00198721	-0.00867367	6.88E-05	0	0	-0.000570732	-0.00399045	0.00704038	-0.00043227	-0.000429903	0.00482363	0.00131239	0.00155473	0.00103363	0.000629316	-0.0010449	0.000463646	-0.000712795	0.000351055	2.13E-05
user3500	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.0057105	0.000741518	0.0190287	0.0320509	0.00783099	0	0	-0.00187898	-0.0042617	0.0068933	-0.00038078	0.000220679	0.000199144	0.00357689	0.00322997	0.00136438	0.000422419	-0.00154636	-0.000445275	0.000266779	0.000501435	-4.74E-05
user3503	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00689569	-0.0127174	-0.00326234	-0.00988465	-0.000465251	0	0	-0.00173026	-0.00683003	0.0108227	-0.00133882	-0.00102193	0.00692659	0.00184275	0.00155857	0.00262055	0.000162384	-0.000418614	-0.000235056	0.000145671	-9.51E-05	0.000956025
user3504	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.0062959	0.026141	0.00737765	-0.0147971	-0.00102426	0	0	0.000561894	0.00116723	-0.00403596	0.00119068	0.000563163	0.00829543	0.00423868	0.00605356	0.000129823	0.000313938	0.000167614	-0.000233205	-0.000624655	4.81E-05	0.000235654
user3508	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00670701	-0.0130207	-0.00357663	-0.00835503	-0.000408818	0	0	-0.00147604	-0.00672527	0.0105514	-0.00171624	0.000450725	0.00389173	0.00104001	0.00200664	0.00139817	0.000447156	-9.76E-05	0.000803371	0.000798072	6.76E-05	0.000739886
user3511	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00684649	-0.0129097	-0.00203409	-0.00854793	5.59E-05	0	0	-0.00120854	-0.00600864	0.00873874	-0.00227042	-0.000112731	0.00549056	0.0012574	0.0011003	0.0018712	-0.000173653	-0.000438754	-0.00108073	-0.000474244	-0.000377217	0.0008912
user3513	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00684951	-0.0122618	-0.00218343	-0.00767402	0.00052952	0	0	-0.00101783	-0.0057483	0.009803	-0.00209417	-0.000281835	0.00409113	-0.000309378	-0.000463749	0.00213604	-0.000255823	0.000508992	0.00033395	-0.000781534	0.000284254	0.000245696
user3514	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.0068183	-0.012831	-0.00228027	-0.00826629	0.000683375	0	0	-0.000884381	-0.00547405	0.010069	-0.00204195	0.000273449	0.00391987	0.000817124	0.000797173	0.000907823	-0.000566225	-0.000757737	0.000246695	-0.000398134	0.00149219	0.000124317
user3516	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00430947	-0.0118221	-0.00293087	-0.00803842	-0.000497131	0	0	0.000579451	-0.00517731	0.0059224	-0.00157923	-0.00104538	0.00409505	0.00109068	0.000800971	0.00233718	-0.00200444	-0.00150236	-0.00116453	-1.68E-05	0.00154836	-0.00119259
user3521	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00563542	-0.00034571	0.0176325	0.0275196	0.00703551	0	0	-0.0017912	-0.00305855	0.00490987	-0.000345998	-0.000316377	-0.00393083	0.00271377	0.00397876	0.00102462	-0.000145486	0.000333925	-0.000179403	-0.000509635	0.000903796	0.000346975
user3523	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00675298	-0.013225	-0.00130307	-0.00841454	-0.000301078	0	0	-0.00143203	-0.00490169	0.00597539	-0.000810354	-0.000618931	0.00440443	0.00119707	0.00211018	0.000787993	0.000405899	0.00127119	0.000686301	0.000623227	0.000882563	-0.000660944
user3526	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00579207	-0.00412942	-0.0141987	0.00201858	-0.000269711	0	0	-1.45E-05	-0.000562453	-0.000164772	0.000713623	-0.000754091	0.00428764	0.00273745	0.00318611	-0.000316828	0.000366778	-0.00122334	-0.00120433	4.04E-05	-0.00117066	0.00201026
user3527	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00663541	-0.012116	-0.0012017	-0.00777545	-0.000376125	0	0	-0.00153547	-0.00550534	0.00801352	-0.00185222	4.59E-05	0.00188742	0.00104849	0.00133372	0.000987541	-0.000239436	0.00102433	-0.000540725	5.70E-05	-0.000584539	0.000927074
user3528	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.0060756	-0.0118533	0.00324777	-0.00471353	-0.000632001	0	0	0.000618856	0.00672655	-0.0113314	0.00366754	-0.000370262	-0.00260079	-0.000369305	0.0005046	-0.00257447	0.000978952	-0.00104135	9.43E-05	-0.000362991	-0.000908404	-0.00178661
user3530	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00461293	-0.0043802	-0.0164771	0.0039513	0.000581608	0	0	0.000147781	0.00301741	-0.007112	0.00370046	0.000871041	0.00460656	0.000642585	0.000877721	-0.000941571	-0.00136045	0.00347454	0.00196521	0.000403297	-6.18E-05	-0.000641457
user3531	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00670771	-0.0128143	-0.00245921	-0.00700858	-0.000217128	0	0	-0.00143473	-0.00532987	0.00811043	-0.0011439	-0.000164867	0.00561224	0.00166666	0.0022407	0.00276266	-9.40E-05	-0.000160468	0.000342686	0.000307558	0.000173494	0.000805629
user3532	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00670729	-0.0128365	-0.00314574	-0.006887	-0.000368733	0	0	-0.00117506	-0.0056921	0.00864423	-0.00188883	0.000131822	0.00388909	0.000866989	0.000564826	0.00115167	9.59E-05	-0.000458882	0.000288559	-0.00174426	0.000603113	-0.000505074
user3533	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00673753	-0.0120589	-0.00288939	-0.00782941	1.63E-05	0	0	-0.00127687	-0.00496946	0.00835851	-0.000980547	-0.000160098	0.0068402	-0.000214843	8.60E-06	0.00136616	-0.000472175	-0.000322556	-0.000321327	0.00101757	-0.000820512	0.00021261
user3538	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.0064672	-0.0122617	-0.0026338	-0.00808666	-0.000858528	0	0	3.04E-05	-0.00302486	0.00413952	-0.000263367	0.000220658	0.00578741	-0.000933641	-0.000111941	0.00216431	0.000709248	-0.000215836	0.000142984	0.000313723	-0.000412955	9.69E-05
user3540	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00643867	0.026046	0.00468161	-0.01415	-0.000780124	0	0	0.000248429	0.000128808	-0.000360681	0.000191211	-0.00060879	-0.00598217	0.00160715	0.00243603	-0.000105516	-2.78E-05	0.000324311	0.000334613	0.000428529	-0.000407605	-0.000338534
user3542	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00683345	-0.012603	-0.00233279	-0.00807277	-0.000165617	0	0	-0.00165957	-0.00535921	0.00835079	-0.00147913	-0.0010515	0.00217335	0.000479566	0.000978548	2.86E-05	0.000256463	-0.000572837	0.000316027	8.09E-05	0.00063086	-0.000245115
user3543	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00680814	-0.0120949	-0.00212007	-0.00852111	-0.000313424	0	0	-0.00149331	-0.00612815	0.00912647	-0.00148709	-0.000416434	0.000302089	-1.22E-05	-0.000456771	0.000796475	-0.000122516	-0.000171287	-0.000150764	-0.000128371	0.000666885	0.000827768
user3544	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00670643	-0.0126206	-0.00232177	-0.00754825	0.000476384	0	0	-0.00111172	-0.00507909	0.00795325	-0.00119464	0.000233236	0.00317028	0.000619664	0.000714993	0.00146486	0.000128904	-0.000219684	-0.00026163	4.05E-05	-2.20E-05	0.00116353
user3545	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.0068871	-0.0126926	-0.00248274	-0.00799672	0.000365982	0	0	-0.000818536	-0.00604741	0.00865882	-0.00134841	-0.000193954	0.00495717	0.00163273	0.00152669	0.000951613	-0.000249484	0.000360081	0.000807133	-0.00068965	0.000671819	0.000570477
user3549	Eurasia-SW	Unknown	OpenSNP/23andme	Ashkenazi_Jew	-0.00551063	-0.0114498	0.00249092	-0.00294253	-0.00105311	24	50	0.0023892	0.00911359	-0.0150995	0.00200039	0.000238574	-0.00429289	-0.000616232	-0.000481799	-0.00155717	0.000195973	0.000660195	-0.000662529	0.00129232	-0.0021101	0.000573404
user3552	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00685521	-0.0124598	-0.00366346	-0.00782838	-0.00010363	0	0	-0.00170691	-0.00614013	0.00928087	-0.00251385	-0.000383274	0.003896	-8.65E-05	-0.000736367	0.000430724	0.000532177	-0.00031328	0.000130326	3.45E-05	0.000363307	0.000276297
user3554	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00671055	-0.0123228	-0.00107382	-0.0082055	-0.000284434	0	0	-0.000718537	-0.00327959	0.00496494	-0.00103665	0.00015341	0.00119493	-0.00083614	-0.000583333	0.000350175	-0.000114195	0.00166362	0.000779826	-0.000387748	0.000187243	-0.000187922
user3556	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00637273	-0.0120118	-0.00215714	-0.00852264	-0.000479826	0	0	-0.00155054	-0.00626759	0.00938299	-0.00170605	0.000254741	0.0059691	0.000329245	-9.58E-05	0.00150791	-0.00142875	-0.000373121	-0.000701709	-0.000723651	-9.69E-05	-0.000983298
user3557	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00634939	-0.0121769	-0.000712822	-0.00568026	0.000460123	0	0	0.00020468	2.83E-05	-0.000500598	3.33E-05	0.00198055	0.000866332	0.000565559	0.000334002	-0.000342495	0.000128591	-0.000221194	-0.00121966	-0.000568229	-0.000169378	0.00139062
user3558	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00611574	-0.0119433	-0.000870607	-0.00560708	-0.00118756	0	0	0.00104876	0.00384684	-0.00524224	0.00122401	-0.000292214	0.000685297	0.000169327	-2.77E-05	-0.00217615	0.00039083	2.80E-05	-0.000477884	0.000407789	-7.82E-05	-0.000218842
user3559	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00558975	-0.00661264	0.00279461	-0.00508656	-0.00137377	0	0	0.000458446	0.00358669	-0.00815868	0.00271813	-6.60E-05	0.000577136	-0.000665131	0.00026941	-0.00126188	0.000338865	-0.000479906	0.000558252	0.000167121	-0.00198925	0.000273997
user3560	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00580962	-0.00309986	0.0128673	0.020904	0.00510485	0	0	-0.00146188	-0.00165605	0.0010633	0.000519653	-0.000215756	-0.00652003	0.00316756	0.00464076	0.000642193	0.000609703	-0.000530573	-0.000396005	-2.14E-07	-0.000402698	-0.00101432
user3563	Unknown	Unknown	OpenSNP/23andme	OPENSNP	0.0267732	-0.00117113	-0.00237765	-0.00320986	0.00777635	0	0	-0.0169907	-0.0077363	0.00354058	-0.00145261	-0.00584074	0.00068863	-0.00619401	0.010159	-0.0405801	0.0158085	0.00199983	0.0201886	0.0340183	-0.00783771	-0.0335661
user3564	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00511667	-0.00346897	-0.0153903	0.00402807	-0.000348994	0	0	0.000655637	0.00443717	-0.00882439	0.00174819	0.00186739	0.0013339	0.00263158	0.00162408	-0.000902656	2.62E-05	0.000370583	-0.00100426	0.00111906	0.000162638	0.000382657
user3566	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00670059	-0.0122563	-0.00152794	-0.00765956	5.92E-05	0	0	-0.00171232	-0.0060008	0.00869057	-0.00223019	-5.41E-05	0.0045479	0.000762859	-0.000461204	0.00183809	-0.000611733	-0.000118741	-0.000456556	0.000524094	0.000627562	0.000502113
user3567	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00663854	-0.0126964	-0.00160834	-0.00731259	-0.000421879	0	0	-0.000924875	-0.00362285	0.00545224	-0.000582026	-0.000291799	0.00533913	0.00116507	0.00114932	0.000597998	-0.000297034	0.00027199	-4.32E-05	0.00030567	0.000557814	0.00143407
user3568	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00612592	-0.012084	-0.00281755	-0.00763498	-0.00171776	0	0	-0.000254796	-0.00285954	0.00384952	0.000145298	-0.000667721	0.00227585	0.00113904	-8.02E-05	-0.000248294	0.000396911	-0.000533493	0.000354994	-0.000153809	0.000236676	0.000959588
user3569	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00676833	-0.0130761	-0.00256866	-0.00790637	8.68E-05	0	0	-0.000819998	-0.00495715	0.00655391	-0.000930004	0.00213628	0.00376975	-0.00109945	-0.00133173	0.00100222	0.000376648	0.000275076	0.00126581	-6.52E-05	-5.74E-05	0.000212763
user3573	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00671887	-0.011871	-0.00109961	-0.00624685	8.39E-05	0	0	-0.00102118	-0.00333571	0.00552302	-0.00110186	-0.00125533	0.000264024	0.000786134	0.00141268	-0.000232235	0.000822178	-0.000227641	-7.22E-05	0.000290195	0.000520284	0.000672011
user3574	Eurasia-SW	Unknown	OpenSNP/23andme	Ashkenazi_Jew	-0.005526	-0.0111559	0.00221802	-0.00257347	-0.00324388	24	50	0.00203652	0.0117454	-0.0169087	0.0050515	-0.000594055	-0.00453204	0.003897	-0.00280303	-0.00342176	-0.00106125	-0.000518687	0.00142819	0.00088023	-0.000424278	-0.00212142
user3581	Unknown	Unknown	OpenSNP/23andme	OPENSNP	0.0198118	-0.00391178	-0.00367437	-0.00530234	0.0009731	0	0	-0.0164186	-0.0177465	0.00327973	0.00282427	-0.00155036	0.0054403	-0.00064841	0.00571253	-0.00356765	0.0175513	-0.0119327	0.00500461	-0.0219032	0.0345964	0.049349
user3582	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00675387	-0.0122889	-0.00277171	-0.0094188	-0.000817891	0	0	-0.000287359	-0.00494059	0.00745671	-0.00165712	0.000477582	0.00330466	0.000419774	0.00158091	0.00135286	-0.000246187	0.000382823	3.85E-06	8.57E-05	0.000979462	0.000548356
user3586	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00708681	-0.0130567	-0.00376062	-0.00844858	0.000401736	0	0	-0.00198814	-0.00613858	0.00886869	-0.00203431	6.95E-05	0.00413487	0.000752176	0.00131802	0.000780227	-0.000512519	-0.000389314	-0.0004274	-0.000435481	0.000269769	0.000204805
user3587	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00665862	-0.0122981	-0.000396562	-0.00729016	-0.000902071	0	0	-0.000294673	-0.00309073	0.00316312	-0.000662737	-0.000655434	0.00103492	0.000119739	-0.00105518	0.000344937	-0.000376353	-0.000373036	-0.000464765	-2.69E-05	7.48E-05	-0.000140126
user3589	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00671252	-0.0123117	-0.000861126	-0.00789417	-0.000109828	0	0	-0.000317127	-0.00141479	0.00194118	-0.000652885	0.000104252	0.00444546	0.000217234	0.000387881	0.000193066	3.05E-05	5.07E-05	-0.000486816	-0.000892689	-0.00035422	-0.000327165
user3590	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00621286	-0.0124328	-0.00264489	-0.0080973	-0.000489546	0	0	-0.00190549	-0.00250567	0.00591226	0.000202893	-0.00137641	0.005438	0.000700426	0.00182079	0.000606427	0.00167057	0.000724043	-0.00138203	-0.000112543	0.00131592	-0.000221652
user3591	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00580097	-0.0124124	-0.0037664	-0.00793452	0.000743829	0	0	-0.00245319	-0.00595545	0.00744065	-0.000646621	0.00199529	0.00625704	0.000345472	0.000968245	0.000964992	0.00152562	-0.00165811	-0.00183116	0.000388087	-0.000550623	0.000425251
user3594	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00631952	-0.0124055	-0.00275543	-0.00715477	-0.000124306	0	0	-0.00111466	-0.00439192	0.00761478	-0.0013078	0.000314371	0.00560142	6.96E-05	0.00191364	0.000916441	0.000903732	0.00103383	-0.00100527	0.000723937	-0.000458262	-0.000695383
